         82855265 function calls (80522673 primitive calls) in 312.271 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    90488    0.293    0.000    0.399    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:409(__post_init__)
   621784    0.392    0.000    0.392    0.000 {method 'match' of 're.Pattern' objects}
     8022    0.021    0.000    0.389    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:235(progress_callback_api)
     3352    0.145    0.000    0.384    0.000 {singleShot}
        1    0.000    0.000    0.381    0.381 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:289(loadLayout)
        1    0.000    0.000    0.361    0.361 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:312(_load_texturepacks)
    19684    0.052    0.000    0.351    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:60(update_status_bar)
94081/23975    0.222    0.000    0.347    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\settings.py:124(deserialize_value)
   785402    0.337    0.000    0.337    0.000 {built-in method nt._path_splitroot_ex}
     3080    0.051    0.000    0.332    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:299(do_cursor_lock)
       24    0.006    0.000    0.323    0.013 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1432(check_dict)
     1711    0.323    0.000    0.323    0.000 {built-in method drawRect}
  1145416    0.292    0.000    0.292    0.000 {method 'get' of 'dict' objects}
    21978    0.168    0.000    0.292    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:506(_draw_image)
     8466    0.007    0.000    0.288    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:252(_from_parsed_string)
       12    0.011    0.001    0.288    0.024 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1502(<lambda>)
        1    0.000    0.000    0.285    0.285 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:532(load_layout)
  1618756    0.258    0.000    0.281    0.000 {built-in method nt.fspath}
    19684    0.019    0.000    0.279    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:210(update_status_bar)
       12    0.000    0.000    0.277    0.023 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1485(check_modules)
     4310    0.019    0.000    0.275    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:161(_create_instance)
     1359    0.010    0.000    0.271    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:705(realpath)
   448426    0.262    0.000    0.262    0.000 {method 'read' of 'mmap.mmap' objects}
    19685    0.054    0.000    0.259    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:223(_core_update_status_bar)
     3080    0.256    0.000    0.256    0.000 {setPos}
    97481    0.182    0.000    0.255    0.000 {method 'decode' of 'bytes' objects}
    68/32    0.001    0.000    0.255    0.008 <frozen importlib._bootstrap>:1349(_find_and_load)
        1    0.002    0.002    0.253    0.253 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1499(refresh_core_list)
   619316    0.250    0.000    0.251    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:853(accept_file)
   660535    0.251    0.000    0.251    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
     3971    0.004    0.000    0.249    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:445(with_segments)
        1    0.002    0.002    0.239    0.239 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:36(__init__)
      431    0.006    0.000    0.233    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\capsule.py:34(__init__)
    76268    0.231    0.000    0.231    0.000 {built-in method drawLine}
   320258    0.112    0.000    0.229    0.000 {method 'extend' of 'list' objects}
    11127    0.221    0.000    0.229    0.000 {built-in method _winapi.PeekNamedPipe}
    11131    0.188    0.000    0.226    0.000 {method 'cancel' of '_winapi.Overlapped' objects}
        6    0.000    0.000    0.221    0.037 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:89(_)
     2718    0.208    0.000    0.212    0.000 {built-in method nt._getfinalpathname}
    38012    0.211    0.000    0.211    0.000 {built-in method drawEllipse}
    57939    0.034    0.000    0.208    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\settings.py:137(<genexpr>)
     4886    0.004    0.000    0.204    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:510(stat)
   537747    0.201    0.000    0.201    0.000 {method 'lower' of 'str' objects}
    66/30    0.001    0.000    0.196    0.007 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        1    0.000    0.000    0.196    0.196 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:696(set_sections)
        8    0.000    0.000    0.196    0.024 {built-in method addItem}
       47    0.001    0.000    0.195    0.004 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:217(_read_line)
        1    0.000    0.000    0.195    0.195 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:735(on_section_changed)
      577    0.005    0.000    0.189    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:134(from_file)
     8626    0.048    0.000    0.186    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:173(parse_args)
      941    0.004    0.000    0.182    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1516(move_selected)
   202286    0.145    0.000    0.181    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:301(distance)
       23    0.166    0.007    0.176    0.008 {method 'recv' of '_socket.socket' objects}
   804393    0.174    0.000    0.174    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:848(exceed_check)
    62/32    0.000    0.000    0.174    0.005 <frozen importlib._bootstrap>:911(_load_unlocked)
    75049    0.081    0.000    0.172    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:309(skip)
    60/31    0.000    0.000    0.170    0.005 <frozen importlib._bootstrap_external>:1020(exec_module)
     4313    0.007    0.000    0.162    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:537(__new__)
   553870    0.156    0.000    0.156    0.000 {built-in method _struct.unpack}
     4313    0.009    0.000    0.155    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:130(__new__)
     4074    0.006    0.000    0.149    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:460(is_dir)
    27643    0.069    0.000    0.145    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copy.py:248(_reconstruct)
   739812    0.142    0.000    0.142    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:150(identifier)
        8    0.004    0.000    0.141    0.018 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:160(set_resources)
      941    0.005    0.000    0.137    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1500(pan_camera)
   324308    0.134    0.000    0.134    0.000 {method 'append' of 'list' objects}
   172038    0.079    0.000    0.132    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:107(__new__)
    76955    0.087    0.000    0.131    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:352(seek)
      941    0.003    0.000    0.130    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1512(rotate_selected_to_point)
     4134    0.010    0.000    0.129    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:552(stat)
   164350    0.077    0.000    0.128    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:505(__new__)
   597861    0.128    0.000    0.128    0.000 {method 'endswith' of 'str' objects}
    31965    0.127    0.000    0.127    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:80(__init__)
368765/368375    0.116    0.000    0.126    0.000 {built-in method __new__ of type object at 0x00007FFC9B2DF8A0}
   743596    0.124    0.000    0.124    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:420(__hash__)
   101321    0.074    0.000    0.120    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:237(_format_parsed_parts)
      941    0.004    0.000    0.120    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1504(rotate_camera)
       27    0.001    0.000    0.119    0.004 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\erf\erf_auto.py:14(read_erf)
     1259    0.009    0.000    0.119    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:314(can_exit)
    11129    0.037    0.000    0.117    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:1010(_exhaustive_wait)
    15951    0.009    0.000    0.116    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\io_gff.py:102(<genexpr>)
      754    0.067    0.000    0.115    0.000 {built-in method _io.open}
        3    0.000    0.000    0.108    0.036 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:684(on_module_changed)
       60    0.001    0.000    0.108    0.002 <frozen importlib._bootstrap_external>:1093(get_code)
       12    0.000    0.000    0.104    0.009 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1495(<lambda>)
     8219    0.025    0.000    0.101    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:205(str_norm)
       30    0.100    0.003    0.100    0.003 {built-in method standardIcon}
   149/62    0.000    0.000    0.099    0.002 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.010    0.010    0.094    0.094 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\chitin.py:103(_get_chitin_data)
        2    0.000    0.000    0.093    0.047 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:1735(getinnerframes)
      148    0.001    0.000    0.093    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:246(data)
      295    0.002    0.000    0.090    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:706(read_bytes)
    36764    0.089    0.000    0.089    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\pth.py:119(outgoing)
   163471    0.054    0.000    0.089    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\misc.py:10(normalize_ext)
    30522    0.052    0.000    0.088    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:424(read_uint16)
   278148    0.087    0.000    0.087    0.000 {method 'read' of '_io.BytesIO' objects}
    11137    0.086    0.000    0.087    0.000 {built-in method _winapi.ReadFile}
       12    0.000    0.000    0.085    0.007 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:1661(getframeinfo)
      220    0.084    0.000    0.085    0.000 {method 'read' of '_io.BufferedReader' objects}
        5    0.001    0.000    0.084    0.017 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:40(new_close_event)
       27    0.002    0.000    0.083    0.003 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\erf\io_erf.py:38(load)
        6    0.001    0.000    0.082    0.014 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:128(_open_resource_editor_impl)
       66    0.000    0.000    0.082    0.001 <frozen importlib._bootstrap_external>:1214(get_data)
     3248    0.056    0.000    0.081    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\widgets\progressbar.py:23(update_animation)
    19313    0.051    0.000    0.080    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\misc.py:21(satisfied)
       13    0.000    0.000    0.080    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\popen_spawn_win32.py:105(wait)
        2    0.000    0.000    0.080    0.040 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\process.py:142(join)
       13    0.080    0.006    0.080    0.006 {built-in method _winapi.WaitForSingleObject}
     1347    0.004    0.000    0.077    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:988(getabsfile)
       56    0.000    0.000    0.076    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\handlers.py:71(emit)
      205    0.003    0.000    0.074    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:760(wheelEvent)
       56    0.000    0.000    0.074    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1251(emit)
   553870    0.073    0.000    0.073    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:28(_endian_char)
    63/33    0.001    0.000    0.072    0.002 {built-in method builtins.exec}
      264    0.022    0.000    0.072    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\widgets\progressbar.py:32(paintEvent)
    93536    0.035    0.000    0.072    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\encodings\cp1252.py:14(decode)
     2923    0.021    0.000    0.071    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:236(mouseMoveEvent)
    31024    0.070    0.000    0.070    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:38(__repr__)
        2    0.061    0.030    0.069    0.035 {built-in method exec}
       12    0.000    0.000    0.069    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:1052(findsource)
      933    0.002    0.000    0.068    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:303(close)
    76983    0.068    0.000    0.068    0.000 {built-in method setPen}
    27643    0.066    0.000    0.066    0.000 {method '__reduce_ex__' of 'object' objects}
   137805    0.034    0.000    0.066    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\abc.py:117(__instancecheck__)
   132630    0.066    0.000    0.066    0.000 {method 'join' of 'str' objects}
     16/9    0.000    0.000    0.065    0.007 {built-in method builtins.__import__}
   183355    0.064    0.000    0.064    0.000 {method 'strip' of 'str' objects}
    11131    0.063    0.000    0.064    0.000 {built-in method _winapi.WaitForMultipleObjects}
        3    0.001    0.000    0.063    0.021 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:691(on_module_reload)
    92564    0.062    0.000    0.062    0.000 {built-in method index}
    16493    0.061    0.000    0.062    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.061    0.061 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:517(closeEvent)
        1    0.049    0.049    0.061    0.061 {question}
    19805    0.038    0.000    0.061    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:494(read_int32)
    36514    0.027    0.000    0.061    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:46(_handle_non_hashable)
    85/74    0.000    0.000    0.060    0.001 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       19    0.001    0.000    0.059    0.003 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1500(debug)
       12    0.002    0.000    0.058    0.005 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:1000(getmodule)
100394/100393    0.053    0.000    0.057    0.000 {built-in method builtins.getattr}
     6043    0.040    0.000    0.057    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:352(to_world_delta)
        1    0.000    0.000    0.057    0.057 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1304(open_settings_dialog)
      110    0.001    0.000    0.056    0.001 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\talktable.py:50(string)
        1    0.000    0.000    0.056    0.056 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\settings.py:19(__init__)
        1    0.000    0.000    0.056    0.056 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1000(change_active_installation)
        6    0.001    0.000    0.056    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editor\base.py:84(__init__)
    17392    0.012    0.000    0.056    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:573(abspath)
      577    0.034    0.000    0.055    0.000 {method 'close' of 'mmap.mmap' objects}
        4    0.000    0.000    0.054    0.014 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:562(do_it)
        4    0.007    0.002    0.054    0.014 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:605(internal_reload_code)
   164282    0.054    0.000    0.054    0.000 {method 'rfind' of 'str' objects}
        6    0.026    0.004    0.052    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\media_player_widget.py:17(__init__)
    61380    0.036    0.000    0.052    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:173(filename)
        3    0.000    0.000    0.051    0.017 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\style\theme_manager.py:2859(_apply_theme_and_style)
